id_combined,date,experiment,us,treatment,trust_promise,trust,promise,default_yes,default_no,promise_yes,reported_diceroll,correct_guess,age,female,education,universitydegree,sector,employed,highincome,politicalright,believeingod,believeinfreewill,generaltrust,age_35,am_politics,am_god,am_freewill,am_trust,reciprocity_norms,moral_obligation,consistency,negative_emotion,positive_emotion,activepromise_treatment,default_treatment
4175,  5/24/2022 7:14,3,1,Promise,0,0,1,0,0,1,3,1,46,1,3,1,3,0,0,6,9,9,7,1,1,1,0,0,11,11,11,10,11,1,0
4176,  5/24/2022 1:23,3,1,Control,0,0,0,0,0,,5,1,56,1,2,0,2,1,0,6,11,9,8,1,1,1,0,1,10,11,11,11,11,0,0
4177,  5/24/2022 1:06,3,1,Default_no,0,0,0,0,1,1,4,0,59,1,3,1,3,0,1,11,11,11,9,1,1,1,1,1,11,11,11,11,11,,1
4178, 5/24/2022 12:06,3,1,Control,0,0,0,0,0,,5,0,34,1,3,1,1,1,1,1,1,11,6,0,0,0,1,0,11,11,11,11,11,0,0
4179, 5/24/2022 11:18,3,1,Trust,0,1,0,0,0,,3,0,36,0,3,1,1,1,1,11,11,6,6,1,1,1,0,0,11,11,11,11,1,,0
4180,  5/24/2022 1:24,3,1,Default_no,0,0,0,0,1,1,5,0,58,1,2,0,3,0,1,6,9,10,8,1,1,1,0,1,11,11,11,2,11,,1
4181, 5/24/2022 12:29,3,1,Default_no,0,0,0,0,1,1,4,1,46,0,3,1,1,1,1,6,11,11,7,1,1,1,1,0,11,11,11,11,11,,1
4182,  5/24/2022 4:33,3,1,Trust,0,1,0,0,0,,1,0,63,0,4,1,1,1,0,7,4,11,8,1,1,0,1,1,9,10,10,8,5,,0
4183,  5/24/2022 2:36,3,1,Trust_promise,1,0,0,0,0,1,1,0,43,1,2,0,1,1,0,6,1,11,3,1,1,0,1,0,8,11,11,11,11,1,0
4184,  5/24/2022 5:58,3,1,Trust_promise,1,0,0,0,0,1,1,0,45,1,4,1,2,1,1,4,11,10,9,1,0,1,0,1,11,11,11,11,11,1,0
4185,  5/24/2022 3:43,3,1,Promise,0,0,1,0,0,1,6,0,34,1,3,1,1,1,0,2,6,6,2,0,0,1,0,0,11,11,11,11,8,1,0
4186,  5/24/2022 4:14,3,1,Default_yes,0,0,0,1,0,1,6,1,35,0,2,0,3,0,0,1,2,7,9,1,0,0,0,1,9,9,7,3,4,,1
4187, 5/24/2022 12:28,3,1,Control,0,0,0,0,0,,2,0,37,1,3,1,3,0,1,2,6,10,8,1,0,1,0,1,10,11,10,11,10,0,0
4188,  5/24/2022 7:19,3,1,Default_no,0,0,0,0,1,1,3,0,31,0,2,0,1,1,0,1,9,7,1,0,0,1,0,0,3,1,3,1,3,,1
4189,  5/24/2022 1:28,3,1,Trust,0,1,0,0,0,,2,0,46,0,3,1,1,1,1,11,1,11,1,1,1,0,1,0,11,11,11,6,11,,0
4190,  5/24/2022 5:59,3,1,Promise,0,0,1,0,0,1,3,1,22,1,2,0,3,0,0,1,1,11,8,0,0,0,1,1,8,11,11,11,11,1,0
4191,  5/24/2022 8:02,3,1,Control,0,0,0,0,0,,3,1,20,1,2,0,3,0,0,3,1,11,7,0,0,0,1,0,11,11,11,11,11,0,0
4192, 5/24/2022 12:21,3,1,Default_yes,0,0,0,1,0,1,3,1,30,0,3,1,1,1,1,6,6,8,7,0,1,1,0,0,6,9,8,7,8,,1
4193,  5/24/2022 2:11,3,1,Control,0,0,0,0,0,,1,1,61,1,4,1,3,0,1,9,1,8,7,1,1,0,0,0,11,11,10,11,11,0,0
4194,  5/24/2022 1:12,3,1,Default_yes,0,0,0,1,0,1,1,0,24,0,3,1,2,1,1,3,1,9,6,0,0,0,0,0,11,11,11,11,11,,1
4195, 5/24/2022 12:03,3,1,Control,0,0,0,0,0,,1,0,33,0,4,1,1,1,1,5,11,11,7,0,1,1,1,0,11,11,11,9,10,0,0
4196, 5/24/2022 12:33,3,1,Trust,0,1,0,0,0,,4,0,51,0,3,1,1,1,0,3,11,10,8,1,0,1,0,1,11,11,11,6,6,,0
4197,  5/24/2022 5:42,3,1,Default_yes,0,0,0,1,0,1,4,1,43,1,4,1,1,1,1,3,11,10,9,1,0,1,0,1,11,11,11,11,10,,1
4198, 5/24/2022 12:19,3,1,Control,0,0,0,0,0,,5,0,26,0,2,0,1,1,0,1,1,11,7,0,0,0,1,0,6,6,6,1,1,0,0
4199,  5/24/2022 5:16,3,1,Promise,0,0,1,0,0,1,6,1,41,0,2,0,2,1,1,7,2,9,4,1,1,0,0,0,11,11,11,1,11,1,0
4200, 5/24/2022 12:05,3,1,Default_yes,0,0,0,1,0,1,5,0,45,0,3,1,2,1,1,3,2,6,6,1,0,0,0,0,11,11,11,1,11,,1
4201,  5/24/2022 2:56,3,1,Default_no,0,0,0,0,1,1,6,1,22,1,2,0,3,0,0,7,7,9,7,0,1,1,0,0,10,11,11,9,11,,1
4202,  5/24/2022 6:38,3,1,Default_yes,0,0,0,1,0,1,3,1,28,1,3,1,1,1,1,7,1,6,5,0,1,0,0,0,8,7,8,6,8,,1
4203,  5/24/2022 5:56,3,1,Promise,0,0,1,0,0,1,4,0,19,1,2,0,3,0,0,3,5,8,10,0,0,0,0,1,8,10,11,10,6,1,0
4204, 5/24/2022 12:11,3,1,Trust,0,1,0,0,0,,1,0,36,0,2,0,1,1,0,9,10,10,9,1,1,1,0,1,6,11,11,4,9,,0
4205,  5/24/2022 3:42,3,1,Trust_promise,1,0,0,0,0,1,4,1,60,0,4,1,1,1,1,9,2,9,9,1,1,0,0,1,11,11,11,11,11,1,0
4206,  5/24/2022 3:43,3,1,Trust,0,1,0,0,0,,5,0,33,1,3,1,3,0,0,6,11,10,7,0,1,1,0,0,11,11,11,11,11,,0
4207,  5/25/2022 6:25,3,1,Trust_promise,1,0,0,0,0,1,3,0,56,0,2,0,1,1,0,5,1,11,8,1,1,0,1,1,11,11,11,5,8,1,0
4208,  5/24/2022 1:46,3,1,Trust,0,1,0,0,0,,5,1,48,1,2,0,3,0,0,3,3,11,9,1,0,0,1,1,11,11,11,6,11,,0
4209,  5/24/2022 3:27,3,1,Trust,0,1,0,0,0,,6,0,56,1,3,1,1,1,0,8,11,6,6,1,1,1,0,0,11,11,11,11,11,,0
4210,  5/24/2022 5:37,3,1,Default_no,0,0,0,0,1,1,5,0,34,0,2,0,2,1,1,6,1,6,9,0,1,0,0,1,9,9,10,9,9,,1
4211, 5/24/2022 12:02,3,1,Trust_promise,1,0,0,0,0,1,5,0,50,0,3,1,1,1,1,7,10,8,8,1,1,1,0,1,10,10,10,7,8,1,0
4212, 5/24/2022 12:57,3,1,Default_yes,0,0,0,1,0,1,2,0,49,1,2,0,3,0,0,11,11,11,1,1,1,1,1,0,11,11,11,11,1,,1
4213, 5/24/2022 10:53,3,1,Default_yes,0,0,0,1,0,1,4,0,42,1,2,0,2,1,0,6,8,10,4,1,1,1,0,0,11,11,11,11,11,,1
4214,  5/24/2022 1:17,3,1,Trust_promise,1,0,0,0,0,1,6,1,24,0,3,1,1,1,1,6,1,6,9,0,1,0,0,1,11,11,11,11,3,1,0
4215,  5/24/2022 4:20,3,1,Control,0,0,0,0,0,,4,1,23,0,2,0,2,1,0,6,11,11,10,0,1,1,1,1,11,11,11,11,1,0,0
4216,  5/24/2022 6:54,3,1,Default_no,0,0,0,0,1,1,3,0,24,1,2,0,2,1,0,1,2,11,8,0,0,0,1,1,11,11,11,9,10,,1
4217,  5/24/2022 1:22,3,1,Default_yes,0,0,0,1,0,1,2,0,27,1,3,1,2,1,1,1,2,6,7,0,0,0,0,0,11,6,6,3,3,,1
4218, 5/24/2022 12:37,3,1,Promise,0,0,1,0,0,1,2,0,34,1,4,1,2,1,1,2,1,10,4,0,0,0,0,0,2,4,5,1,1,1,0
4219, 5/24/2022 12:05,3,1,Default_yes,0,0,0,1,0,1,4,1,39,0,2,0,1,1,1,2,1,10,4,1,0,0,0,0,11,10,10,10,11,,1
4220,  5/24/2022 6:26,3,1,Trust,0,1,0,0,0,,5,1,57,1,2,0,3,0,0,8,11,11,5,1,1,1,1,0,11,11,11,9,9,,0
4221,  5/24/2022 9:48,3,1,Promise,0,0,1,0,0,1,4,0,38,0,4,1,2,1,0,1,6,10,3,1,0,1,0,0,9,11,11,9,10,1,0
4222, 5/24/2022 12:14,3,1,Control,0,0,0,0,0,,3,0,34,1,3,1,1,1,1,2,11,11,7,0,0,1,1,0,11,11,11,11,11,0,0
4223, 5/24/2022 11:29,3,1,Trust,0,1,0,0,0,,4,0,19,0,2,0,1,1,0,1,2,10,8,0,0,0,0,1,7,7,10,7,5,,0
4224,  5/24/2022 3:43,3,1,Trust,0,1,0,0,0,,4,1,43,0,3,1,1,1,0,4,1,9,8,1,0,0,0,1,1,9,7,10,10,,0
4225,  5/24/2022 6:36,3,1,Default_no,0,0,0,0,1,1,5,0,24,1,2,0,2,1,0,3,8,9,3,0,0,1,0,0,8,11,11,6,6,,1
4226,  5/24/2022 5:17,3,1,Trust,0,1,0,0,0,,4,1,70,1,3,1,3,0,1,2,11,11,9,1,0,1,1,1,11,11,11,11,11,,0
4227,  5/24/2022 8:10,3,1,Promise,0,0,1,0,0,1,6,1,35,0,4,1,2,1,1,5,10,9,6,1,1,1,0,0,6,4,5,2,3,1,0
4228, 5/24/2022 11:18,3,1,Control,0,0,0,0,0,,6,1,25,1,2,0,3,0,0,1,1,11,7,0,0,0,1,0,11,11,11,11,11,0,0
4229, 5/24/2022 11:19,3,1,Trust_promise,1,0,0,0,0,1,5,1,20,1,2,0,2,1,0,3,2,8,6,0,0,0,0,0,6,6,6,6,6,1,0
4230,  5/24/2022 6:11,3,1,Trust_promise,1,0,0,0,0,1,3,0,19,1,2,0,3,0,0,1,1,11,5,0,0,0,1,0,10,11,11,11,11,1,0
4231, 5/24/2022 11:18,3,1,Control,0,0,0,0,0,,2,0,54,0,3,1,2,1,1,8,11,7,9,1,1,1,0,1,10,10,11,11,11,0,0
4232, 5/24/2022 12:16,3,1,Default_yes,0,0,0,1,0,1,1,1,21,1,2,0,3,0,0,6,11,11,1,0,1,1,1,0,11,11,11,11,10,,1
4233,  5/24/2022 2:14,3,1,Control,0,0,0,0,0,,5,0,28,1,3,1,1,1,1,7,6,9,6,0,1,1,0,0,11,11,11,11,11,0,0
4234,  5/24/2022 1:55,3,1,Control,0,0,0,0,0,,2,0,58,1,2,0,1,1,0,7,10,9,7,1,1,1,0,0,7,9,10,8,9,0,0
4235, 5/24/2022 12:05,3,1,Trust_promise,1,0,0,0,0,1,2,1,43,0,3,1,1,1,1,6,2,10,10,1,1,0,0,1,11,11,11,1,11,1,0
4236,  5/24/2022 2:24,3,1,Trust,0,1,0,0,0,,5,0,42,0,3,1,1,1,1,9,11,9,8,1,1,1,0,1,9,11,11,10,8,,0
4237,  5/24/2022 6:29,3,1,Control,0,0,0,0,0,,1,1,18,0,2,0,2,1,0,9,1,11,8,0,1,0,1,1,9,11,11,3,6,0,0
4238,  5/24/2022 5:17,3,1,Trust,0,1,0,0,0,,2,1,34,0,4,1,1,1,1,1,1,11,6,0,0,0,1,0,11,10,11,10,1,,0
4239, 5/24/2022 12:15,3,1,Promise,0,0,1,0,0,1,4,0,52,0,3,1,2,1,0,4,1,9,5,1,0,0,0,0,11,11,11,11,11,1,0
4240,  5/24/2022 2:42,3,1,Promise,0,0,1,0,0,1,4,1,22,1,3,1,2,1,0,3,1,11,4,0,0,0,1,0,11,11,11,11,11,1,0
4241, 5/24/2022 12:00,3,1,Promise,0,0,1,0,0,1,2,0,44,1,3,1,1,1,1,1,6,9,4,1,0,1,0,0,4,2,4,4,2,1,0
4242,  5/24/2022 1:45,3,1,Default_yes,0,0,0,1,0,1,2,1,29,0,3,1,2,1,0,1,1,11,4,0,0,0,1,0,3,7,10,4,2,,1
4243,  5/25/2022 4:20,3,1,Default_yes,0,0,0,1,0,1,3,1,46,0,3,1,3,0,0,1,6,11,4,1,0,1,1,0,9,10,10,9,10,,1
4244,  5/24/2022 2:40,3,1,Promise,0,0,1,0,0,1,4,1,43,0,2,0,1,1,1,5,4,7,5,1,1,0,0,0,8,9,8,9,9,1,0
4245,  5/24/2022 3:33,3,1,Control,0,0,0,0,0,,2,0,60,1,3,1,1,1,1,8,2,11,8,1,1,0,1,1,6,11,11,2,6,0,0
4246, 5/24/2022 12:23,3,1,Default_yes,0,0,0,1,0,1,1,1,21,0,2,0,1,1,0,9,1,11,8,0,1,0,1,1,11,11,3,2,3,,1
4247,  5/24/2022 8:36,3,1,Default_yes,0,0,0,1,0,1,2,1,51,0,3,1,1,1,1,4,3,7,6,1,0,0,0,0,9,10,10,9,10,,1
4248,  5/24/2022 1:17,3,1,Promise,0,0,1,0,0,1,4,1,19,1,2,0,2,1,0,9,11,9,7,0,1,1,0,0,3,10,10,11,9,1,0
4249,  5/24/2022 2:10,3,1,Promise,0,0,1,0,0,1,2,0,34,1,3,1,3,0,0,3,3,10,7,0,0,0,0,0,9,11,11,10,8,1,0
4250,  5/24/2022 1:21,3,1,Promise,0,0,1,0,0,1,1,0,56,1,3,1,1,1,0,6,11,11,8,1,1,1,1,1,11,11,11,11,9,1,0
4251,  5/24/2022 6:26,3,1,Trust,0,1,0,0,0,,1,0,46,1,2,0,3,0,0,6,11,11,6,1,1,1,1,0,11,11,11,11,11,,0
4252,  5/24/2022 1:18,3,1,Default_yes,0,0,0,1,0,1,6,0,52,1,3,1,1,1,1,1,1,8,7,1,0,0,0,0,6,11,11,8,11,,1
4253,  5/24/2022 2:08,3,1,Control,0,0,0,0,0,,4,0,57,0,4,1,1,1,1,10,6,9,4,1,1,1,0,0,8,11,11,8,10,0,0
4254,  5/24/2022 6:26,3,1,Default_yes,0,0,0,1,0,1,3,1,30,0,3,1,1,1,1,4,6,9,10,0,0,1,0,1,1,1,1,1,2,,1
4255,  5/24/2022 4:37,3,1,Control,0,0,0,0,0,,1,0,53,0,4,1,1,1,1,4,2,10,4,1,0,0,0,0,6,11,11,6,2,0,0
4256,  5/24/2022 7:50,3,1,Promise,0,0,1,0,0,1,2,0,29,1,3,1,1,1,0,2,2,6,8,0,0,0,0,1,8,8,7,8,7,1,0
4257, 5/24/2022 12:21,3,1,Default_yes,0,0,0,1,0,1,4,0,28,0,3,1,2,1,0,7,11,11,8,0,1,1,1,1,11,11,11,11,11,,1
4258,  5/24/2022 1:37,3,1,Trust_promise,1,0,0,0,0,1,6,0,23,1,2,0,2,1,0,6,5,11,7,0,1,0,1,0,11,11,11,11,11,1,0
4259,  5/24/2022 1:39,3,1,Default_no,0,0,0,0,1,1,5,0,21,1,2,0,3,0,0,1,1,9,7,0,0,0,0,0,10,11,11,9,10,,1
4260,  5/24/2022 1:03,3,1,Default_no,0,0,0,0,1,1,1,1,46,1,3,1,2,1,1,3,4,10,5,1,0,0,0,0,11,11,11,11,6,,1
4261,  5/24/2022 4:55,3,1,Promise,0,0,1,0,0,1,1,0,23,1,3,1,1,1,0,2,4,6,6,0,0,0,0,0,11,11,11,11,11,1,0
4262,  5/24/2022 3:59,3,1,Trust_promise,1,0,0,0,0,1,3,0,26,0,2,0,1,1,0,5,1,8,6,0,1,0,0,0,7,8,8,8,8,1,0
4263,  5/24/2022 3:20,3,1,Trust_promise,1,0,0,0,0,1,6,1,21,1,2,0,1,1,0,6,1,11,5,0,1,0,1,0,9,10,11,11,10,1,0
4264,  5/24/2022 1:33,3,1,Default_yes,0,0,0,1,0,1,4,1,33,1,3,1,1,1,0,4,1,10,6,0,0,0,0,0,8,11,11,9,7,,1
4265, 5/24/2022 10:56,3,1,Promise,0,0,1,0,0,1,6,0,36,1,3,1,2,1,1,8,9,11,8,1,1,1,1,1,11,11,11,11,11,1,0
4266, 5/24/2022 12:01,3,1,Trust,0,1,0,0,0,,2,1,38,1,3,1,2,1,1,5,10,11,7,1,1,1,1,0,9,3,9,6,9,,0
4267,  5/25/2022 9:11,3,1,Default_no,0,0,0,0,1,1,5,1,34,0,3,1,1,1,1,5,2,10,6,0,1,0,0,0,8,6,7,6,7,,1
4268,  5/25/2022 1:11,3,1,Default_yes,0,0,0,1,0,1,4,1,23,0,3,1,2,1,0,10,9,8,4,0,1,1,0,0,9,8,9,7,9,,1
4269,  5/24/2022 2:31,3,1,Control,0,0,0,0,0,,5,0,36,1,2,0,2,1,0,4,11,11,5,1,0,1,1,0,9,11,11,8,10,0,0
4270, 5/24/2022 11:16,3,1,Control,0,0,0,0,0,,6,1,28,0,2,0,1,1,1,6,11,8,2,0,1,1,0,0,11,11,11,11,11,0,0
4271, 5/24/2022 11:37,3,1,Control,0,0,0,0,0,,5,1,33,0,2,0,2,1,0,6,8,11,3,0,1,1,1,0,11,11,11,11,11,0,0
4272, 5/24/2022 12:48,3,1,Trust_promise,1,0,0,0,0,1,3,1,29,1,3,1,1,1,0,6,3,7,7,0,1,0,0,0,7,6,7,6,6,1,0
4273,  5/24/2022 1:24,3,1,Default_no,0,0,0,0,1,1,5,0,21,1,2,0,3,0,0,3,11,8,7,0,0,1,0,0,11,11,11,11,9,,1
4274,  5/24/2022 2:20,3,1,Control,0,0,0,0,0,,6,0,63,1,3,1,1,1,1,4,1,7,6,1,0,0,0,0,11,11,11,6,6,0,0
4275, 5/24/2022 11:17,3,1,Default_yes,0,0,0,1,0,1,4,1,33,1,2,0,1,1,0,1,10,9,6,0,0,1,0,0,10,9,11,10,4,,1
4276, 5/24/2022 11:48,3,1,Promise,0,0,1,0,0,1,6,1,37,0,3,1,1,1,1,6,11,11,11,1,1,1,1,1,11,11,11,11,11,1,0
4277, 5/24/2022 12:24,3,1,Trust_promise,1,0,0,0,0,1,1,0,35,0,3,1,3,0,0,3,4,4,6,1,0,0,0,0,5,9,6,8,9,1,0
4278,  5/24/2022 2:20,3,1,Promise,0,0,1,0,0,1,2,0,52,1,3,1,3,0,0,6,9,11,8,1,1,1,1,1,9,11,11,11,11,1,0
4279,  5/24/2022 1:06,3,1,Trust,0,1,0,0,0,,5,0,45,0,2,0,3,0,0,1,1,10,9,1,0,0,0,1,6,10,10,9,10,,0
4280, 5/24/2022 11:10,3,1,Default_no,0,0,0,0,1,1,1,1,35,0,3,1,1,1,1,1,2,8,9,1,0,0,0,1,11,11,11,11,11,,1
4281,  5/25/2022 7:49,3,1,Trust_promise,1,0,0,0,0,1,5,0,37,0,2,0,3,0,0,1,1,5,7,1,0,0,0,0,10,4,11,2,8,1,0
4282,  5/24/2022 9:50,3,1,Trust,0,1,0,0,0,,2,0,57,0,2,0,3,0,0,1,9,7,8,1,0,1,0,1,11,11,11,11,11,,0
4283,  5/24/2022 6:09,3,1,Control,0,0,0,0,0,,2,0,73,0,2,0,1,1,1,9,11,9,4,1,1,1,0,0,11,11,11,9,6,0,0
4284, 5/24/2022 11:15,3,1,Default_no,0,0,0,0,1,1,4,1,49,0,3,1,1,1,1,5,1,7,5,1,1,0,0,0,11,11,11,11,11,,1
4285,  5/24/2022 7:38,3,1,Trust,0,1,0,0,0,,6,1,35,1,3,1,2,1,1,3,8,10,9,1,0,1,0,1,11,11,11,11,11,,0
4286, 5/24/2022 12:36,3,1,Promise,0,0,1,0,0,1,2,0,26,1,4,1,3,0,0,6,1,9,8,0,1,0,0,1,9,10,9,6,10,1,0
4287, 5/24/2022 11:53,3,1,Trust,0,1,0,0,0,,1,0,23,1,2,0,3,0,0,3,10,9,7,0,0,1,0,0,8,9,9,7,8,,0
4288, 5/24/2022 12:01,3,1,Default_no,0,0,0,0,1,1,1,0,51,0,2,0,1,1,1,7,10,10,7,1,1,1,0,0,11,11,11,9,11,,1
4289,  5/24/2022 1:36,3,1,Promise,0,0,1,0,0,1,5,0,29,1,3,1,1,1,1,6,11,11,8,0,1,1,1,1,11,11,11,11,11,1,0
4290,  5/24/2022 2:38,3,1,Control,0,0,0,0,0,,4,1,38,1,3,1,1,1,1,3,6,8,9,1,0,1,0,1,6,9,10,6,3,0,0
4291,  5/24/2022 3:02,3,1,Trust_promise,1,0,0,0,0,1,4,1,42,0,3,1,1,1,0,5,11,9,9,1,1,1,0,1,9,10,10,10,8,1,0
4292,  5/24/2022 8:36,3,1,Default_yes,0,0,0,1,0,1,1,0,47,0,2,0,2,1,1,7,11,11,3,1,1,1,1,0,11,11,11,8,11,,1
4293, 5/24/2022 11:28,3,1,Control,0,0,0,0,0,,6,1,39,0,3,1,1,1,1,6,7,11,5,1,1,1,1,0,1,2,8,2,1,0,0
4294,  5/24/2022 2:20,3,1,Trust,0,1,0,0,0,,1,1,32,1,2,0,2,1,1,5,11,10,8,0,1,1,0,1,11,11,11,11,11,,0
4295, 5/24/2022 11:35,3,1,Default_no,0,0,0,0,1,1,2,0,38,0,4,1,1,1,1,6,7,9,5,1,1,1,0,0,9,9,8,8,8,,1
4296,  5/25/2022 5:18,3,1,Control,0,0,0,0,0,,4,0,67,0,3,1,1,1,1,4,11,11,10,1,0,1,1,1,11,11,11,11,11,0,0
4297, 5/24/2022 11:46,3,1,Control,0,0,0,0,0,,4,0,33,0,3,1,2,1,0,4,3,6,6,0,0,0,0,0,6,6,7,7,7,0,0
4298,  5/24/2022 4:40,3,1,Default_yes,0,0,0,1,0,1,3,0,25,0,2,0,2,1,0,4,1,11,9,0,0,0,1,1,9,11,11,10,8,,1
4299, 5/24/2022 12:00,3,1,Control,0,0,0,0,0,,5,1,28,1,4,1,2,1,0,1,1,7,3,0,0,0,0,0,11,11,11,11,11,0,0
4300, 5/24/2022 12:46,3,1,Control,0,0,0,0,0,,6,0,31,0,4,1,1,1,0,7,11,8,6,0,1,1,0,0,11,11,11,11,11,0,0
4301,  5/24/2022 5:05,3,1,Default_yes,0,0,0,1,0,1,2,0,75,1,3,1,3,0,0,6,1,11,7,1,1,0,1,0,10,11,11,4,11,,1
4302, 5/24/2022 12:05,3,1,Trust_promise,1,0,0,0,0,1,1,1,38,0,5,1,3,0,0,6,2,8,6,1,1,0,0,0,9,8,8,4,5,1,0
4303,  5/24/2022 2:41,3,1,Trust_promise,1,0,0,0,0,1,5,1,21,1,2,0,3,0,0,6,1,10,5,0,1,0,0,0,8,11,6,8,6,1,0
4304,  5/24/2022 1:31,3,1,Trust_promise,1,0,0,0,0,1,2,0,61,1,3,1,1,1,0,2,2,9,8,1,0,0,0,1,10,10,10,9,2,1,0
4305, 5/24/2022 12:56,3,1,Default_yes,0,0,0,1,0,1,2,1,26,1,3,1,1,1,0,6,11,11,11,0,1,1,1,1,11,11,11,11,11,,1
4306,  5/25/2022 6:40,3,1,Trust,0,1,0,0,0,,3,1,35,0,3,1,1,1,0,3,1,9,6,1,0,0,0,0,11,11,11,8,8,,0
4307, 5/24/2022 12:22,3,1,Control,0,0,0,0,0,,6,1,36,0,2,0,1,1,0,2,1,6,8,1,0,0,0,1,10,11,11,11,11,0,0
4308,  5/24/2022 6:34,3,1,Trust_promise,1,0,0,0,0,1,4,1,50,0,2,0,1,1,0,2,1,9,7,1,0,0,0,0,8,9,9,9,9,1,0
4309,  5/24/2022 6:07,3,1,Trust,0,1,0,0,0,,2,1,60,1,2,0,1,1,1,7,9,10,9,1,1,1,0,1,11,11,11,9,9,,0
4310,  5/24/2022 2:53,3,1,Trust,0,1,0,0,0,,5,0,33,0,3,1,2,1,1,1,2,3,1,0,0,0,0,0,9,9,9,9,9,,0
4311, 5/24/2022 11:50,3,1,Default_no,0,0,0,0,1,1,6,1,35,0,3,1,1,1,0,2,7,11,1,1,0,1,1,0,1,1,6,1,6,,1
4312,  5/24/2022 2:33,3,1,Default_yes,0,0,0,1,0,1,5,1,29,1,3,1,2,1,1,3,1,8,7,0,0,0,0,0,11,11,11,11,11,,1
4313, 5/24/2022 11:21,3,1,Default_no,0,0,0,0,1,1,2,0,19,1,2,0,2,1,0,6,7,10,6,0,1,1,0,0,11,11,11,11,11,,1
4314,  5/24/2022 5:11,3,1,Default_no,0,0,0,0,1,1,5,0,38,1,4,1,2,1,1,1,1,10,7,1,0,0,0,0,11,11,11,11,5,,1
4315,  5/24/2022 8:03,3,1,Trust_promise,1,0,0,0,0,1,6,0,32,1,5,1,2,1,1,2,10,9,6,0,0,1,0,0,9,11,11,10,10,1,0
4316,  5/24/2022 6:49,3,1,Promise,0,0,1,0,0,1,5,1,33,0,5,1,1,1,1,11,8,11,2,0,1,1,1,0,11,11,11,11,10,1,0
4317, 5/24/2022 11:37,3,1,Trust_promise,1,0,0,0,0,1,2,0,23,0,3,1,1,1,1,3,8,9,8,0,0,1,0,1,10,11,10,11,11,1,0
4318, 5/24/2022 11:48,3,1,Default_no,0,0,0,0,1,1,1,0,46,0,4,1,1,1,0,3,1,6,7,1,0,0,0,0,3,9,7,10,6,,1
4319,  5/24/2022 1:03,3,1,Default_yes,0,0,0,1,0,1,2,1,18,0,2,0,2,1,0,6,8,9,7,0,1,1,0,0,9,9,9,9,9,,1
4320, 5/24/2022 11:52,3,1,Trust_promise,1,0,0,0,0,1,1,0,39,1,3,1,1,1,1,6,11,9,7,1,1,1,0,0,11,11,10,10,8,1,0
4321, 5/24/2022 12:40,3,1,Trust_promise,1,0,0,0,0,1,6,0,28,0,3,1,3,0,0,1,1,11,9,0,0,0,1,1,5,1,10,2,6,1,0
4322, 5/25/2022 10:42,3,1,Trust,0,1,0,0,0,,1,1,60,0,2,0,3,0,0,7,11,8,7,1,1,1,0,0,10,11,11,4,4,,0
4323, 5/24/2022 12:11,3,1,Promise,0,0,1,0,0,1,2,0,48,1,3,1,1,1,1,3,2,9,6,1,0,0,0,0,11,11,11,11,11,1,0
4324, 5/24/2022 12:04,3,1,Trust,0,1,0,0,0,,2,0,26,1,2,0,3,0,0,6,9,7,3,0,1,1,0,0,11,11,11,11,11,,0
4325, 5/24/2022 10:51,3,1,Trust_promise,1,0,0,0,0,1,4,1,28,0,3,1,3,0,0,3,1,11,9,0,0,0,1,1,11,1,1,1,1,1,0
4326,  5/24/2022 2:13,3,1,Trust,0,1,0,0,0,,3,1,19,0,2,0,2,1,0,3,2,8,5,0,0,0,0,0,4,9,9,8,9,,0
4327, 5/24/2022 11:31,3,1,Trust_promise,1,0,0,0,0,1,1,1,35,1,2,0,3,0,0,4,10,9,4,1,0,1,0,0,11,11,11,11,11,1,0
4328, 5/24/2022 12:15,3,1,Control,0,0,0,0,0,,3,1,29,0,3,1,1,1,1,6,11,11,11,0,1,1,1,1,8,11,7,11,11,0,0
4329, 5/24/2022 12:07,3,1,Default_yes,0,0,0,1,0,1,4,0,26,0,3,1,3,0,0,5,2,10,7,0,1,0,0,0,9,10,9,10,10,,1
4330,  5/24/2022 2:17,3,1,Control,0,0,0,0,0,,3,1,53,0,3,1,3,0,0,11,11,9,8,1,1,1,0,1,1,11,11,11,11,0,0
4331,  5/24/2022 1:15,3,1,Trust_promise,1,0,0,0,0,1,3,1,49,1,2,0,3,0,0,10,11,11,4,1,1,1,1,0,1,1,11,9,11,1,0
4332,  5/24/2022 2:46,3,1,Promise,0,0,1,0,0,1,6,0,27,0,3,1,1,1,1,6,8,9,9,0,1,1,0,1,6,10,10,4,5,1,0
4333, 5/24/2022 12:49,3,1,Trust,0,1,0,0,0,,3,1,20,1,2,0,2,1,0,6,8,9,7,0,1,1,0,0,11,11,11,11,11,,0
4334,  5/24/2022 6:03,3,1,Default_no,0,0,0,0,1,1,4,0,50,1,3,1,3,0,0,2,9,11,9,1,0,1,1,1,9,9,10,9,10,,1
4335,  5/24/2022 1:04,3,1,Default_no,0,0,0,0,1,1,6,1,43,1,3,1,1,1,1,5,6,10,6,1,1,1,0,0,9,11,11,1,1,,1
4336,  5/24/2022 3:09,3,1,Trust_promise,1,0,0,0,0,1,5,0,56,1,3,1,1,1,1,3,11,11,8,1,0,1,1,1,11,11,11,11,11,1,0
