session_id,participant__id_in_session,participant__code,page_index,app_name,page_name,time_stamp,seconds_on_page,subsession_pk,auto_submitted
3,44,9hepnqd8,6,postexp,Risk,1549376493,16,1,False
3,44,9hepnqd8,7,postexp,Pref1,1549376589,96,1,False
3,44,9hepnqd8,8,postexp,Pref2,1549376652,63,1,False
3,44,9hepnqd8,9,postexp,Demographics,1549376713,61,1,False
3,44,9hepnqd8,10,postexp,ResultsTask,1549376753,40,1,False
3,44,9hepnqd8,11,postexp,Results,1549376902,149,1,False
3,45,g6pdvyeq,1,tt,Instructions,1549375913,55,1,False
3,45,g6pdvyeq,2,tt,Task,1549375945,32,1,False
3,45,g6pdvyeq,3,tt,BeliefInstructions,1549375962,17,1,False
3,45,g6pdvyeq,4,tt,Beliefs,1549376014,52,1,False
3,45,g6pdvyeq,5,wordscra,Task,1549376301,287,1,False
3,45,g6pdvyeq,6,postexp,Risk,1549376311,10,1,False
3,45,g6pdvyeq,7,postexp,Pref1,1549376347,36,1,False
3,45,g6pdvyeq,8,postexp,Pref2,1549376376,29,1,False
3,45,g6pdvyeq,9,postexp,Demographics,1549376409,33,1,False
3,45,g6pdvyeq,10,postexp,ResultsTask,1549376422,13,1,False
3,45,g6pdvyeq,11,postexp,Results,1549376469,47,1,False
3,46,sqea6t5d,1,tt,Instructions,1549376434,98,1,False
3,46,sqea6t5d,2,tt,Task,1549376478,44,1,False
3,46,sqea6t5d,3,tt,BeliefInstructions,1549376513,35,1,False
3,46,sqea6t5d,4,tt,Beliefs,1549376575,62,1,False
3,46,sqea6t5d,5,wordscra,Task,1549376680,105,1,False
3,46,sqea6t5d,6,postexp,Risk,1549376697,17,1,False
3,46,sqea6t5d,7,postexp,Pref1,1549376774,77,1,False
3,46,sqea6t5d,8,postexp,Pref2,1549376814,40,1,False
3,46,sqea6t5d,9,postexp,Demographics,1549376862,48,1,False
3,46,sqea6t5d,10,postexp,ResultsTask,1549376870,8,1,False
3,46,sqea6t5d,11,postexp,Results,1549376938,68,1,False
3,50,clxc3hq1,1,tt,Instructions,1549381119,52,1,False
3,50,clxc3hq1,2,tt,Task,1549381168,49,1,False
3,50,clxc3hq1,3,tt,BeliefInstructions,1549381183,15,1,False
3,50,clxc3hq1,4,tt,Beliefs,1549381248,65,1,False
3,50,clxc3hq1,5,wordscra,Task,1549381289,41,1,False
3,50,clxc3hq1,6,postexp,Risk,1549381303,14,1,False
3,50,clxc3hq1,7,postexp,Pref1,1549381361,58,1,False
3,50,clxc3hq1,8,postexp,Pref2,1549381388,27,1,False
3,50,clxc3hq1,9,postexp,Demographics,1549381449,61,1,False
3,50,clxc3hq1,10,postexp,ResultsTask,1549381466,17,1,False
3,50,clxc3hq1,11,postexp,Results,1549381540,74,1,False
3,51,2vi2p1rr,1,tt,Instructions,1549381423,83,1,False
3,51,2vi2p1rr,2,tt,Task,1549381455,32,1,False
3,51,2vi2p1rr,3,tt,BeliefInstructions,1549381483,28,1,False
3,51,2vi2p1rr,4,tt,Beliefs,1549381534,51,1,False
3,51,2vi2p1rr,5,wordscra,Task,1549381658,124,1,False
3,51,2vi2p1rr,6,postexp,Risk,1549381671,13,1,False
3,51,2vi2p1rr,7,postexp,Pref1,1549381734,63,1,False
3,51,2vi2p1rr,8,postexp,Pref2,1549381766,32,1,False
3,51,2vi2p1rr,9,postexp,Demographics,1549381855,89,1,False
3,51,2vi2p1rr,10,postexp,ResultsTask,1549381886,31,1,False
3,51,2vi2p1rr,11,postexp,Results,1549381933,47,1,False
3,52,zumjeolz,1,tt,Instructions,1549382673,218,1,False
3,52,zumjeolz,2,tt,Task,1549382713,40,1,False
3,52,zumjeolz,3,tt,BeliefInstructions,1549382798,85,1,False
3,52,zumjeolz,4,tt,Beliefs,1549382868,70,1,False
3,52,zumjeolz,5,wordscra,Task,1549383246,378,1,False
3,52,zumjeolz,6,postexp,Risk,1549383262,16,1,False
3,52,zumjeolz,7,postexp,Pref1,1549383390,128,1,False
3,52,zumjeolz,8,postexp,Pref2,1549383447,57,1,False
3,52,zumjeolz,9,postexp,Demographics,1549383634,187,1,False
3,52,zumjeolz,10,postexp,ResultsTask,1549383651,17,1,False
3,52,zumjeolz,11,postexp,Results,1549383754,103,1,False
3,53,gzk9jxzn,1,tt,Instructions,1549385155,75,1,False
3,53,gzk9jxzn,2,tt,Task,1549385209,54,1,False
3,53,gzk9jxzn,3,tt,BeliefInstructions,1549385224,15,1,False
3,53,gzk9jxzn,4,tt,Beliefs,1549385277,53,1,False
3,53,gzk9jxzn,5,wordscra,Task,1549385436,159,1,False
3,53,gzk9jxzn,6,postexp,Risk,1549385452,16,1,False
3,53,gzk9jxzn,7,postexp,Pref1,1549385484,32,1,False
3,53,gzk9jxzn,8,postexp,Pref2,1549385490,6,1,False
3,53,gzk9jxzn,9,postexp,Demographics,1549385551,61,1,False
3,53,gzk9jxzn,10,postexp,ResultsTask,1549385575,24,1,False
3,53,gzk9jxzn,11,postexp,Results,1549385624,49,1,False
3,54,7d8w3922,1,tt,Instructions,1549386082,74,1,False
3,54,7d8w3922,2,tt,Task,1549386107,25,1,False
3,54,7d8w3922,3,tt,BeliefInstructions,1549386124,17,1,False
3,54,7d8w3922,4,tt,Beliefs,1549386168,44,1,False
3,54,7d8w3922,5,wordscra,Task,1549386454,286,1,False
3,54,7d8w3922,6,postexp,Risk,1549386471,17,1,False
3,54,7d8w3922,7,postexp,Pref1,1549386538,67,1,False
