"pp","type","endowment","productivity","svo_angle","svo_category","svo_totalself","svo_totalother","pref_1","pref_2","pref_3","pref_4","coop_HH","coop_HL","coop_LH","coop_LL","belief_HH","belief_HL","belief_LH","belief_LL","create_types","create_types_MC","create_types_MC_other","create_pairs_HH","create_pairs_HL","create_pairs_LH","create_pairs_LL","create_pairs_MC","create_pairs_MC_other","fair_con_HHHH_HH","fair_con_HHHL_HH","fair_con_HHHL_HL","fair_con_HHLH_HH","fair_con_HHLH_LH","fair_con_HHLL_HH","fair_con_HHLL_LL","fair_con_HLHL_HL","fair_con_HLLH_HL","fair_con_HLLH_LH","fair_con_HLLL_HL","fair_con_HLLL_LL","fair_con_LHLH_LH","fair_con_LHLL_LH","fair_con_LHLL_LL","fair_con_LLLL_LL","faircoop_MC","faircoop_MC_other","fair_earn_HHHH_HH_1","fair_earn_HHHH_HH_2","fair_earn_HHHL_HH","fair_earn_HHHL_HL","fair_earn_HHLH_HH","fair_earn_HHLH_LH","fair_earn_HHLL_HH","fair_earn_HHLL_LL","fair_earn_HLHL_HL_1","fair_earn_HLHL_HL_2","fair_earn_HLLH_HL","fair_earn_HLLH_LH","fair_earn_HLLL_HL","fair_earn_HLLL_LL","fair_earn_LHLH_LH_1","fair_earn_LHLH_LH_2","fair_earn_LHLL_LH","fair_earn_LHLL_LL","fair_earn_LLLL_LL_1","fair_earn_LLLL_LL_2","fairearn_MC","fairearn_MC_other","inequality_beliefs1_1","inequality_beliefs1_2","inequality_beliefs1_3","inequality_beliefs1_4","inequality_beliefs2_1","inequality_beliefs2_2","inequality_beliefs2_3","inequality_beliefs2_4","inequality_beliefs2_5","inequality_attitudes_1","inequality_attitudes_2","gender","age","country","education","political_orientation","social_ideology","economic_ideology","fair_con_HHHH_HH_rel","fair_con_HHHL_HH_rel","fair_con_HHHL_HL_rel","fair_con_HHLH_HH_rel","fair_con_HHLH_LH_rel","fair_con_HHLL_HH_rel","fair_con_HHLL_LL_rel","fair_con_HLHL_HL_rel","fair_con_HLLH_HL_rel","fair_con_HLLH_LH_rel","fair_con_HLLL_HL_rel","fair_con_HLLL_LL_rel","fair_con_LHLH_LH_rel","fair_con_LHLL_LH_rel","fair_con_LHLL_LL_rel","fair_con_LLLL_LL_rel","fair_earn_HHHH_HH_rel","fair_earn_HHHL_HH_rel","fair_earn_HHHL_HL_rel","fair_earn_HHLH_HH_rel","fair_earn_HHLH_LH_rel","fair_earn_HHLL_HH_rel","fair_earn_HHLL_LL_rel","fair_earn_HLHL_HL_rel","fair_earn_HLLH_HL_rel","fair_earn_HLLH_LH_rel","fair_earn_HLLL_HL_rel","fair_earn_HLLL_LL_rel","fair_earn_LHLH_LH_rel","fair_earn_LHLL_LH_rel","fair_earn_LHLL_LL_rel","fair_earn_LLLL_LL_rel","inequality_beliefs1_1_num","inequality_beliefs1_2_num","inequality_beliefs1_3_num","inequality_beliefs1_4_num","inequality_beliefs2_1_num","inequality_beliefs2_2_num","inequality_beliefs2_3_num","inequality_beliefs2_4_num","inequality_beliefs2_5_num","inequality_attitudes_1_num","inequality_attitudes_2_num","merit","luck"
"R_3iQotZDZBi2nyq8","HL",75,1.3,16.61,"Individualistic",1357,1137,"HH","LL","HL","LH",15,20,20,20,10,20,10,10,"HL-LH","Inequality","","LL","LH","HH","HL","Inequality","",30,30,25,30,10,30,10,20,20,25,25,10,5,20,10,10,"Inequality","",128,128,76,150,71,100,61,100,98,98,70,71,51,80,43,43,26,50,33,33,"Inequality","","strongly disagree","strongly agree","agree somewhat","neither agree
nor disagree","agree somewhat","strongly disagree","agree somewhat","strongly agree","strongly agree","strongly agree","strongly agree","Female",41,"United Kingdom of Great Britain and Northern Ireland","Bachelor's degree in college (4-year)",3,2,5,40,40,33.3333333333333,40,40,40,40,26.6666666666667,26.6666666666667,100,33.3333333333333,40,20,80,40,40,50.1960784313725,33.7777777777778,66.6666666666667,41.7647058823529,58.8235294117647,38.125,62.5,50.2564102564103,50,50.7142857142857,39.2307692307692,61.5384615384615,50.5882352941176,34.6666666666667,66.6666666666667,50.7692307692308,1,5,4,3,4,1,4,5,5,5,5,1,5
"R_cGZv12mZ2AVYGM9","HL",75,1.3,34.88,"Prosocial",1298,1228,"HL","HH","LH","LL",25,15,25,50,25,20,5,5,"HL-LH","Inequality","","LL","LH","HL","HH","Inequality","",75,40,20,60,10,60,15,50,60,10,25,0,25,25,25,25,"Inequality","",128,128,113,113,85.5,85.5,80.5,80.5,98,98,70.5,70.5,65.5,65.5,43,43,38,38,33,33,"Similarity","","disagree somewhat","disagree somewhat","strongly disagree","agree somewhat","agree somewhat","agree somewhat","strongly agree","agree somewhat","disagree somewhat","agree somewhat","agree somewhat","Male",34,"United Kingdom of Great Britain and Northern Ireland","Bachelor's degree in college (4-year)",4,4,5,100,53.3333333333333,26.6666666666667,80,40,80,60,66.6666666666667,80,40,33.3333333333333,0,100,100,100,100,50.1960784313725,50.2222222222222,50.2222222222222,50.2941176470588,50.2941176470588,50.3125,50.3125,50.2564102564103,50.3571428571429,50.3571428571429,50.3846153846154,50.3846153846154,50.5882352941176,50.6666666666667,50.6666666666667,50.7692307692308,2,2,1,4,4,4,5,4,2,4,4,2,2
"R_20YXzRUoIp2ypXS","HL",75,1.3,10.39,"Individualistic",1441,1086,"HH","HL","LH","LL",25,15,5,10,10,10,5,0,"HL-LH","Welfare","","HL","HH","LL","LH","Welfare","",20,20,15,20,15,10,5,15,15,10,10,10,15,7,5,5,"Welfare","",128,128,113,113,86,85,81,80,98,98,71,70,66,65,43,43,38,38,33,33,"Other","As everybody contributed their maximum possible amount I believe it fair to share evenly as everyone has done the right thing.","strongly agree","disagree somewhat","disagree somewhat","strongly agree","strongly disagree","strongly agree","strongly agree","strongly disagree","strongly disagree","strongly disagree","strongly disagree","Male",30,"United Kingdom of Great Britain and Northern Ireland","Bachelor's degree in college (4-year)",6,7,7,26.6666666666667,26.6666666666667,20,26.6666666666667,60,13.3333333333333,20,20,20,40,13.3333333333333,40,60,28,20,20,50.1960784313725,50.2222222222222,50.2222222222222,50.5882352941176,50,50.625,50,50.2564102564103,50.7142857142857,50,50.7692307692308,50,50.5882352941176,50.6666666666667,50.6666666666667,50.7692307692308,5,2,2,5,1,5,5,1,1,1,1,5,2
"R_2rAEJwNYj9ZKKG9","HL",75,1.3,34.88,"Prosocial",1290,1217,"HH","LH","HL","LL",30,50,40,40,40,35,15,10,"HH-LL","Similarity","","LL","HH","HL","LH","Welfare","",50,50,35,50,20,40,15,35,40,15,40,15,15,15,15,10,"Similarity","",128,128,113,113,85.5,85.5,80.5,80.5,98,98,70.5,70.5,65.5,65.5,43,43,38,38,33,33,"Welfare","","disagree somewhat","agree somewhat","agree somewhat","strongly agree","agree somewhat","agree somewhat","strongly agree","strongly agree","strongly disagree","strongly agree","strongly agree","Male",36,"United Kingdom of Great Britain and Northern Ireland","High school graduate (high school diploma or equivalent including GED)",4,1,6,66.6666666666667,66.6666666666667,46.6666666666667,66.6666666666667,80,53.3333333333333,60,46.6666666666667,53.3333333333333,60,53.3333333333333,60,60,60,60,40,50.1960784313725,50.2222222222222,50.2222222222222,50.2941176470588,50.2941176470588,50.3125,50.3125,50.2564102564103,50.3571428571429,50.3571428571429,50.3846153846154,50.3846153846154,50.5882352941176,50.6666666666667,50.6666666666667,50.7692307692308,2,4,4,5,4,4,5,5,1,5,5,2,4
"R_54JN7n4yWhqY35v","HL",75,1.3,-16.26,"Competitive",1440,970,"HH","HL","LH","LL",25,25,0,0,25,25,0,0,"HH-LL","Welfare","","HH","HL","LH","LL","Similarity","",75,75,75,75,25,75,25,75,75,25,75,25,25,25,25,25,"Welfare","",128,128,113,113,85.5,85.5,80.5,80.5,98,98,70.5,70.5,65.5,65.5,43,43,38,38,33,33,"Similarity","","strongly disagree","strongly agree","strongly agree","strongly disagree","strongly agree","strongly disagree","strongly disagree","strongly agree","strongly agree","strongly agree","strongly agree","Male",34,"United Kingdom of Great Britain and Northern Ireland","Associate degree in college (2-year)",4,2,3,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,50.1960784313725,50.2222222222222,50.2222222222222,50.2941176470588,50.2941176470588,50.3125,50.3125,50.2564102564103,50.3571428571429,50.3571428571429,50.3846153846154,50.3846153846154,50.5882352941176,50.6666666666667,50.6666666666667,50.7692307692308,1,5,5,1,5,1,1,5,5,5,5,1,5
"R_3J9O5pFOCPUqO1v","HL",75,1.3,34.88,"Prosocial",1323,1223,"HH","HL","LH","LL",50,45,25,25,40,35,10,10,"HH-LL","Similarity","","HH","HL","LH","LL","Similarity","",50,50,50,50,10,50,10,50,50,10,50,10,10,10,10,10,"Welfare","",128,128,113,113,86,85,81,80,98,98,71,70,66,65,43,43,38,38,33,33,"Similarity","","strongly disagree","agree somewhat","strongly disagree","disagree somewhat","agree somewhat","strongly disagree","strongly disagree","agree somewhat","disagree somewhat","agree somewhat","agree somewhat","Female",46,"United Kingdom of Great Britain and Northern Ireland","Associate degree in college (2-year)",4,4,4,66.6666666666667,66.6666666666667,66.6666666666667,66.6666666666667,40,66.6666666666667,40,66.6666666666667,66.6666666666667,40,66.6666666666667,40,40,40,40,40,50.1960784313725,50.2222222222222,50.2222222222222,50.5882352941176,50,50.625,50,50.2564102564103,50.7142857142857,50,50.7692307692308,50,50.5882352941176,50.6666666666667,50.6666666666667,50.7692307692308,1,4,1,2,4,1,1,4,2,4,4,1,4
"R_3EmUBgyzf0qCtz5","HL",75,1.3,34.88,"Prosocial",1314,1204,"HH","LH","HL","LL",35,35,25,25,35,35,25,5,"HH-LL","Similarity","","HH","LH","HL","LL","Welfare","",65,65,55,65,15,65,5,55,55,15,35,5,20,10,5,5,"Welfare","",128,128,113,113,85,86,80,81,98,98,70,71,65,66,43,43,38,38,33,33,"Similarity","","disagree somewhat","neither agree
nor disagree","disagree somewhat","disagree somewhat","neither agree
nor disagree","neither agree
nor disagree","agree somewhat","agree somewhat","disagree somewhat","disagree somewhat","disagree somewhat","Male",35,"United Kingdom of Great Britain and Northern Ireland","Associate degree in college (2-year)",5,6,4,86.6666666666667,86.6666666666667,73.3333333333333,86.6666666666667,60,86.6666666666667,20,73.3333333333333,73.3333333333333,60,46.6666666666667,20,80,40,20,20,50.1960784313725,50.2222222222222,50.2222222222222,50,50.5882352941176,50,50.625,50.2564102564103,50,50.7142857142857,50,50.7692307692308,50.5882352941176,50.6666666666667,50.6666666666667,50.7692307692308,2,3,2,2,3,3,4,4,2,2,2,2,3
"R_3PbkUSErr2PGaSj","HL",75,1.3,37.48,"Prosocial",1283,1235,"HH","HL","LH","LL",20,20,20,20,20,10,10,5,"HL-LH","Inequality","","LH","LL","HL","HH","Inequality","",40,40,20,30,10,40,5,20,20,10,20,5,10,10,5,5,"Welfare","",128,128,116,110,111,60,101,60,98,98,80,61,70,61,43,43,33,43,33,33,"Inequality","","strongly disagree","strongly agree","strongly disagree","strongly disagree","strongly agree","strongly disagree","strongly agree","strongly agree","neither agree
nor disagree","strongly agree","strongly agree","Female",46,"United Kingdom of Great Britain and Northern Ireland","High school graduate (high school diploma or equivalent including GED)",3,3,3,53.3333333333333,53.3333333333333,26.6666666666667,40,40,53.3333333333333,20,26.6666666666667,26.6666666666667,40,26.6666666666667,20,40,40,20,20,50.1960784313725,51.5555555555556,48.8888888888889,65.2941176470588,35.2941176470588,63.125,37.5,50.2564102564103,57.1428571428571,43.5714285714286,53.8461538461538,46.9230769230769,50.5882352941176,44,57.3333333333333,50.7692307692308,1,5,1,1,5,1,5,5,3,5,5,1,5
"R_pLWupG2ANIYcTex","HL",75,1.3,34.88,"Prosocial",1309,1199,"HH","LH","HL","LL",25,25,25,25,25,25,5,5,"HH-LL","Similarity","","LL","LH","HL","HH","Inequality","",25,25,25,25,5,25,5,25,25,6,25,5,5,5,5,5,"Inequality","",128,128,113,113,110,61,110,51,98,98,100,41,90,41,43,43,38,38,33,33,"Similarity","","disagree somewhat","neither agree
nor disagree","agree somewhat","agree somewhat","neither agree
nor disagree","agree somewhat","agree somewhat","agree somewhat","disagree somewhat","agree somewhat","agree somewhat","Female",42,"United Kingdom of Great Britain and Northern Ireland","High school graduate (high school diploma or equivalent including GED)",4,4,4,33.3333333333333,33.3333333333333,33.3333333333333,33.3333333333333,20,33.3333333333333,20,33.3333333333333,33.3333333333333,24,33.3333333333333,20,20,20,20,20,50.1960784313725,50.2222222222222,50.2222222222222,64.7058823529412,35.8823529411765,68.75,31.875,50.2564102564103,71.4285714285714,29.2857142857143,69.2307692307692,31.5384615384615,50.5882352941176,50.6666666666667,50.6666666666667,50.7692307692308,2,3,4,4,3,4,4,4,2,4,4,2,3
"R_3FJ4m1T1RsaXgQC","HL",75,1.3,7.82,"Individualistic",1455,1075,"HH","HL","LH","LL",25,25,25,25,35,25,10,10,"HL-LH","Inequality","","LL","HH","HL","LH","Inequality","",75,35,25,35,15,35,10,35,30,15,35,10,10,15,15,10,"Inequality","",128,128,128,98,128,43,128,33,98,98,98,43,98,33,43,43,43,33,33,33,"Welfare","","disagree somewhat","neither agree
nor disagree","neither agree
nor disagree","neither agree
nor disagree","neither agree
nor disagree","disagree somewhat","disagree somewhat","neither agree
nor disagree","strongly disagree","agree somewhat","strongly agree","Female",31,"United Kingdom of Great Britain and Northern Ireland","Bachelor's degree in college (4-year)",3,2,4,100,46.6666666666667,33.3333333333333,46.6666666666667,60,46.6666666666667,40,46.6666666666667,40,60,46.6666666666667,40,40,60,60,40,50.1960784313725,56.8888888888889,43.5555555555556,75.2941176470588,25.2941176470588,80,20.625,50.2564102564103,70,30.7142857142857,75.3846153846154,25.3846153846154,50.5882352941176,57.3333333333333,44,50.7692307692308,2,3,3,3,3,2,2,3,1,4,5,2,3
"R_b4uQuG8wcGOYe9r","HL",75,1.3,7.82,"Individualistic",1455,1075,"HH","HL","LL","LH",30,20,10,10,10,20,10,10,"HL-LH","Inequality","","HH","HL","LL","LH","Inequality","",50,60,50,50,10,20,10,50,20,10,20,10,10,10,10,15,"Inequality","",128,128,128,98,128,43,128,33,98,98,98,43,98,33,43,43,43,33,33,33,"Welfare","","strongly disagree","agree somewhat","strongly disagree","neither agree
nor disagree","strongly agree","strongly disagree","agree somewhat","strongly agree","agree somewhat","strongly agree","strongly agree","Female",35,"United Kingdom of Great Britain and Northern Ireland","Some college but no degree",4,4,4,66.6666666666667,80,66.6666666666667,66.6666666666667,40,26.6666666666667,40,66.6666666666667,26.6666666666667,40,26.6666666666667,40,40,40,40,60,50.1960784313725,56.8888888888889,43.5555555555556,75.2941176470588,25.2941176470588,80,20.625,50.2564102564103,70,30.7142857142857,75.3846153846154,25.3846153846154,50.5882352941176,57.3333333333333,44,50.7692307692308,1,4,1,3,5,1,4,5,4,5,5,1,4
"R_1gFLJmVGwaVHxcd","HL",75,1.3,32.16,"Prosocial",1402,1167,"LL","HH","HL","LH",35,40,35,40,20,40,10,15,"HL-LH","Welfare","","LL","LH","HL","HH","Inequality","",55,55,55,45,15,50,20,40,45,15,45,15,20,20,20,15,"Inequality","",127,129,113,113,85,86,81,80,98,98,70,71,63,68,43,43,40,36,33,33,"Inequality","","disagree somewhat","agree somewhat","neither agree
nor disagree","agree somewhat","strongly disagree","agree somewhat","agree somewhat","strongly agree","neither agree
nor disagree","agree somewhat","agree somewhat","Female",48,"United Kingdom of Great Britain and Northern Ireland","Some college but no degree",4,5,4,73.3333333333333,73.3333333333333,73.3333333333333,60,60,66.6666666666667,80,53.3333333333333,60,60,60,60,80,80,80,60,49.8039215686275,50.2222222222222,50.2222222222222,50,50.5882352941176,50.625,50,50.2564102564103,50,50.7142857142857,48.4615384615385,52.3076923076923,50.5882352941176,53.3333333333333,48,50.7692307692308,2,4,3,4,1,4,4,5,3,4,4,2,4
"R_1K6IjpFHzjIYMwo","HL",75,1.3,26.87,"Prosocial",1395,1185,"HH","LH","HL","LL",50,50,50,25,50,10,15,10,"HL-LH","Welfare","","LL","LH","HL","HH","Inequality","",50,50,50,50,15,50,10,50,50,10,50,10,15,15,10,10,"Inequality","",128,128,100,126,71,100,56,105,98,98,61,80,41,90,43,43,38,38,33,33,"Inequality","","strongly disagree","agree somewhat","strongly disagree","strongly disagree","strongly agree","strongly disagree","strongly disagree","strongly agree","agree somewhat","strongly agree","strongly agree","Male",20,"United Kingdom of Great Britain and Northern Ireland","Some college but no degree",1,1,1,66.6666666666667,66.6666666666667,66.6666666666667,66.6666666666667,60,66.6666666666667,40,66.6666666666667,66.6666666666667,40,66.6666666666667,40,60,60,40,40,50.1960784313725,44.4444444444444,56,41.7647058823529,58.8235294117647,35,65.625,50.2564102564103,43.5714285714286,57.1428571428571,31.5384615384615,69.2307692307692,50.5882352941176,50.6666666666667,50.6666666666667,50.7692307692308,1,4,1,1,5,1,1,5,4,5,5,1,4
"R_3g6qXFrhzs2LaTj","HL",75,1.3,45,"Prosocial",1270,1267,"HH","HL","LH","LL",50,50,10,0,40,50,10,15,"HL-LH","Inequality","","LL","LH","HL","HH","Inequality","",75,75,30,75,25,10,0,75,0,0,25,25,25,0,0,25,"Welfare","",128,128,113,113,86,85,81,80,98,98,71,70,90,41,43,43,38,38,33,33,"Inequality","","strongly disagree","neither agree
nor disagree","agree somewhat","disagree somewhat","neither agree
nor disagree","disagree somewhat","agree somewhat","agree somewhat","disagree somewhat","agree somewhat","strongly agree","Male",42,"United Kingdom of Great Britain and Northern Ireland","Bachelor's degree in college (4-year)",4,4,4,100,100,40,100,100,13.3333333333333,0,100,0,0,33.3333333333333,100,100,0,0,100,50.1960784313725,50.2222222222222,50.2222222222222,50.5882352941176,50,50.625,50,50.2564102564103,50.7142857142857,50,69.2307692307692,31.5384615384615,50.5882352941176,50.6666666666667,50.6666666666667,50.7692307692308,1,3,4,2,3,2,4,4,2,4,5,1,3
"R_1esXVSssiEywSzb","HL",75,1.3,37.48,"Prosocial",1285,1227,"HL","LL","HH","LH",5,1,10,5,30,10,15,15,"HH-LL","Similarity","","LL","LH","HL","HH","Inequality","",75,65,75,75,25,30,15,75,20,15,75,25,25,25,25,25,"Welfare","",128,128,126,100,100,71,101,60,98,98,100,41,90,41,43,43,40,36,33,33,"Inequality","","neither agree
nor disagree","agree somewhat","agree somewhat","neither agree
nor disagree","disagree somewhat","agree somewhat","neither agree
nor disagree","strongly agree","neither agree
nor disagree","neither agree
nor disagree","disagree somewhat","Male",33,"United Kingdom of Great Britain and Northern Ireland","Less than high school degree",4,4,4,100,86.6666666666667,100,100,100,40,60,100,26.6666666666667,60,100,100,100,100,100,100,50.1960784313725,56,44.4444444444444,58.8235294117647,41.7647058823529,63.125,37.5,50.2564102564103,71.4285714285714,29.2857142857143,69.2307692307692,31.5384615384615,50.5882352941176,53.3333333333333,48,50.7692307692308,3,4,4,3,2,4,3,5,3,3,2,3,4
"R_2VeGJvNA7b5JoaI","HL",75,1.3,7.82,"Individualistic",1455,1075,"HH","HL","LH","LL",0,0,0,0,0,0,0,0,"HH-LL","Welfare","","HH","HL","LH","LL","Similarity","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Other","Generally I think it's better to keep what you have rather than risk someone else also not contributing. ",128,128,113,113,85,86,80,81,98,98,71,70,65,66,43,43,38,38,33,33,"Similarity","","strongly disagree","agree somewhat","strongly disagree","neither agree
nor disagree","neither agree
nor disagree","strongly disagree","neither agree
nor disagree","strongly agree","agree somewhat","strongly agree","neither agree
nor disagree","Female",31,"United Kingdom of Great Britain and Northern Ireland","Bachelor's degree in college (4-year)",4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.1960784313725,50.2222222222222,50.2222222222222,50,50.5882352941176,50,50.625,50.2564102564103,50.7142857142857,50,50,50.7692307692308,50.5882352941176,50.6666666666667,50.6666666666667,50.7692307692308,1,4,1,3,3,1,3,5,4,5,3,1,4
"R_1HorZbgEPKlrDrC","HL",75,1.3,29.22,"Prosocial",1355,1181,"LL","HH","LH","HL",30,30,10,20,25,30,5,5,"HL-LH","Inequality","","LL","LH","HH","HL","Inequality","",35,35,30,30,5,20,5,30,35,6,30,5,6,6,5,8,"Inequality","",128,128,113,113,86,85,81,80,98,98,71,70,66,65,43,43,38,38,33,33,"Similarity","","disagree somewhat","agree somewhat","agree somewhat","agree somewhat","neither agree
nor disagree","disagree somewhat","neither agree
nor disagree","agree somewhat","agree somewhat","agree somewhat","strongly agree","Female",29,"United Kingdom of Great Britain and Northern Ireland","Some college but no degree",4,4,4,46.6666666666667,46.6666666666667,40,40,20,26.6666666666667,20,40,46.6666666666667,24,40,20,24,24,20,32,50.1960784313725,50.2222222222222,50.2222222222222,50.5882352941176,50,50.625,50,50.2564102564103,50.7142857142857,50,50.7692307692308,50,50.5882352941176,50.6666666666667,50.6666666666667,50.7692307692308,2,4,4,4,3,2,3,4,4,4,5,2,4
"R_2DNqkMDuoA9dZDg","HL",75,1.3,14.62,"Individualistic",1430,1100,"HH","HL","LH","LL",75,75,75,75,75,75,25,25,"HH-LL","Welfare","","LL","LH","HL","HH","Inequality","",75,75,75,75,25,75,25,75,75,25,75,25,25,25,25,25,"Welfare","",128,128,113,113,86,85,81,80,98,98,71,70,66,65,43,43,38,38,33,33,"Similarity","","strongly disagree","strongly agree","disagree somewhat","strongly agree","agree somewhat","strongly disagree","strongly disagree","agree somewhat","neither agree
nor disagree","strongly agree","strongly agree","Female",32,"United Kingdom of Great Britain and Northern Ireland","High school graduate (high school diploma or equivalent including GED)",4,4,3,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,50.1960784313725,50.2222222222222,50.2222222222222,50.5882352941176,50,50.625,50,50.2564102564103,50.7142857142857,50,50.7692307692308,50,50.5882352941176,50.6666666666667,50.6666666666667,50.7692307692308,1,5,2,5,4,1,1,4,3,5,5,1,5
"R_3emnbzvPNrAIcaO","HL",75,1.3,26.87,"Prosocial",1403,1173,"HH","HL","LH","LL",25,25,25,25,30,25,10,10,"HL-LH","Welfare","","LL","LH","HL","HH","Inequality","",40,30,25,30,10,30,10,25,25,10,25,10,10,15,10,10,"Random","",128,128,113,113,86,85,81,80,98,98,71,70,66,65,43,43,38,38,33,33,"Inequality","","disagree somewhat","disagree somewhat","neither agree
nor disagree","agree somewhat","agree somewhat","disagree somewhat","agree somewhat","agree somewhat","disagree somewhat","agree somewhat","agree somewhat","Male",37,"United Kingdom of Great Britain and Northern Ireland","High school graduate (high school diploma or equivalent including GED)",3,3,4,53.3333333333333,40,33.3333333333333,40,40,40,40,33.3333333333333,33.3333333333333,40,33.3333333333333,40,40,60,40,40,50.1960784313725,50.2222222222222,50.2222222222222,50.5882352941176,50,50.625,50,50.2564102564103,50.7142857142857,50,50.7692307692308,50,50.5882352941176,50.6666666666667,50.6666666666667,50.7692307692308,2,2,3,4,4,2,4,4,2,4,4,2,2
"R_XBrigudihdWCtkB","HL",75,1.3,34.88,"Prosocial",1294,1224,"LH","LL","HH","HL",15,15,15,15,15,15,10,10,"HL-LH","Inequality","","LL","LH","HL","HH","Inequality","",15,15,15,15,10,15,10,15,15,10,20,10,10,10,10,10,"Inequality","",128,128,113,113,85.5,85.5,80.5,80.5,98,98,70.5,70.5,65.5,65.5,43,43,38,38,33,33,"Inequality","","disagree somewhat","agree somewhat","agree somewhat","neither agree
nor disagree","strongly disagree","strongly disagree","neither agree
nor disagree","neither agree
nor disagree","strongly disagree","strongly agree","agree somewhat","Female",24,"United Kingdom of Great Britain and Northern Ireland","Bachelor's degree in college (4-year)",4,4,4,20,20,20,20,40,20,40,20,20,40,26.6666666666667,40,40,40,40,40,50.1960784313725,50.2222222222222,50.2222222222222,50.2941176470588,50.2941176470588,50.3125,50.3125,50.2564102564103,50.3571428571429,50.3571428571429,50.3846153846154,50.3846153846154,50.5882352941176,50.6666666666667,50.6666666666667,50.7692307692308,2,4,4,3,1,1,3,3,1,5,4,2,4
"R_2trJPBSxYUxfFV0","HL",75,1.3,11.03,"Individualistic",1436,1086,"HH","HL","LH","LL",18,18,18,18,18,18,18,20,"HH-LL","Other","There isn't really a scenario where both tyes get a good outcome. Adding the multiler to the 25 earner seems wasteful when it won't make much difference..","LL","LH","HL","HH","Welfare","",30,20,20,40,20,40,20,20,30,20,30,20,20,20,20,20,"Other","Maximise benefit without making it unrealistic as 25 person can gradually be evened out to have similar amount without putting out high income person",128,128,113,113,85.5,85.5,80.5,80.5,98,98,70.5,70.5,65.5,65.5,43,43,38,38,33,33,"Welfare","","strongly disagree","disagree somewhat","disagree somewhat","disagree somewhat","agree somewhat","strongly disagree","agree somewhat","agree somewhat","neither agree
nor disagree","agree somewhat","disagree somewhat","Male",31,"United Kingdom of Great Britain and Northern Ireland","Master's degree",4,3,3,40,26.6666666666667,26.6666666666667,53.3333333333333,80,53.3333333333333,80,26.6666666666667,40,80,40,80,80,80,80,80,50.1960784313725,50.2222222222222,50.2222222222222,50.2941176470588,50.2941176470588,50.3125,50.3125,50.2564102564103,50.3571428571429,50.3571428571429,50.3846153846154,50.3846153846154,50.5882352941176,50.6666666666667,50.6666666666667,50.7692307692308,1,2,2,2,4,1,4,4,3,4,2,1,2
